title,sinopse,genres,title_url
Blue Skies Again,"
Rich, eccentric T.J. Banner adopts a feral cat who becomes an affectionate pet. Then T.J. dies, leaving to Rhubarb most of his money and a pro baseball team, the Brooklyn Loons. When the ...                <a href=""/title/tt0043967/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt0085254/
Odin vdokh,"
A hard-hitting, fast, sure-handed baseball player tries to break into the sport by applying for a spot on a minor-league team. The only problem is that the player is female, which engenders...                <a href=""/title/tt0085254/plotsummary"">See full summary</a> »
","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt8291918/
Dil Bole Hadippa,"
Following her divorce, Marina Gordeeva (40) thinks she'll never meet love again. Little does she know that one day, she'll find the love of her life in free diving, one of the most extreme ...                <a href=""/title/tt8291918/plotsummary"">See full summary</a> »
","
Comedy, Drama, Romance            ",https://www.imdb.com/title/tt1202540/
True Blue,"
In a village where girls don't play cricket, Veera puts on a turban and beard and becomes Veer to fulfill her dreams and meets Rohan. And fun begins.","
Drama, Sport            ",https://www.imdb.com/title/tt0117973/
One Night in Istanbul,"
The story of the year the Oxford and Cambridge boat race changed from a gentleman's race to one where winning was everything.","
Comedy, Sport            ",https://www.imdb.com/title/tt1800351/
Muay Thai Giant,"
An action movie about a 7-foot-tall docile man who learns Muy Thai and then uses his new skills to help solve a case of stolen diamonds.","
Action, Comedy, Sport            ",https://www.imdb.com/title/tt1251761/
Wo ist Fred?,"
To catch a basketball from the favorite team of his girlfriend's spoiled son, Fred poses as a numb, wheelchair-bound fan. But when he catches the ball, he also catches the attention of ...                <a href=""/title/tt0487271/plotsummary"">See full summary</a> »
","
Comedy, Romance, Sport            ",https://www.imdb.com/title/tt0487271/
Machan,"
A group of sad slum residents, living on the limits of society under immense pressure, find an invitation to a handball tournament in Bavaria.","
Biography, Comedy, Drama            ",https://www.imdb.com/title/tt1172522/
Flip Turn,"
An autistic high school boy emulates the swim style of his Olympic gold medalist grandfather to become a swimming champion himself.","
Drama, Family, Sport            ",https://www.imdb.com/title/tt7974340/
Kennedy Club,"
A kabaddi team faces several struggles while competing in a national-level championship.","
Drama, Sport            ",https://www.imdb.com/title/tt10772876/
The Wild Rebels,"
A stock car driver goes undercover as the wheel man for a motorcycle gang.","
Crime, Drama, Sport            ",https://www.imdb.com/title/tt0062493/
Round of Your Life,"
Fifteen year-old Taylor Collins is a golf legacy. The son of a PGA veteran, the younger brother of a PGA rookie, he has all the talent in the world-but wants nothing to do with golf or the ...                <a href=""/title/tt5190578/plotsummary"">See full summary</a> »
","
Family, Sport            ",https://www.imdb.com/title/tt5190578/
The Third Half,"
Dimitry hires German coach Rudolph Spitz to galvanize his ragtag team into the country's best football club, but then the first Nazi tanks roll in and Rebecca, a local banker's beautiful daughter, elopes with his star player.","
Drama, History, Romance            ",https://www.imdb.com/title/tt2069100/
Sunset Park,"
Gino Sarcione, a boxer, is forced to take his fight outside the ring into the back alleys of Sunset Park to stand up for what's right and protect those he loves.","
Action, Crime, Drama            ",https://www.imdb.com/title/tt4875654/
Malevolence,"
Miles is an aging man working in a modest restaurant for tourists in Rome. He can't remember who he is nor what happened to him: his mind is confused and he can no longer build anything ...                ","
Action, Drama, Sport            ",https://www.imdb.com/title/tt6708032/
The All-American Boy," »
","
Drama, Sport            ",https://www.imdb.com/title/tt0069689/
We Will Be the World Champions,"
Episodic story in six acts (""The Manly Art in Six Rounds"") about young boxer Vic Bealer (played by Jon Voight) in search for some direction in his life.","
Biography, Drama, Family            ",https://www.imdb.com/title/tt4160726/
Tracktown,"
The story about the founders of the famous ""Yugoslav Basketball School"" and the first gold medal at the Championships in Ljubljana in 1970, is based on real events and is dedicated to ...                <a href=""/title/tt4160726/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt5750534/
Ultrà,"
A young, talented, and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.","
Drama, Sport            ",https://www.imdb.com/title/tt0100835/
The Joe Louis Story,"
The ""Brigatte Veneno"" is a fan group from the soccer club ""AS Roma"". The next match is against ""Juventus Turin"", the classic prestige duel. Principe, the former leader of the group, has been dismissed from jail a few days before.","
Biography, Drama, Film-Noir            ",https://www.imdb.com/title/tt0045936/
American Kickboxer,"
The life and career of Heavyweight Champion Joe Louis, who held the title for 12 years--longer than any other boxer in history--and who had to not only battle opponents inside the ring and racism outside it.","
Action, Sport            ",https://www.imdb.com/title/tt0101325/
Awake,"
A kickboxing champion is jailed for a accidental murder with the help of testimony from his enemy - but upon his release, he takes on his nemesis in a winner-take-all fight.","
Sport            ",https://www.imdb.com/title/tt13292444/
Safari 3000,"
After abandoning his dream of becoming a shogi pro, Eichi throws himself into creating an AI based shogi computer program and finds a whole new world.","
Action, Adventure, Comedy            ",https://www.imdb.com/title/tt0084625/
Church Ball,"
Reporter J.J. Dalton (Stockard Channing) wants to write a story about a gruelling three thousand kilometer auto rally through Africa. When her deal to ride with a driver falls through, she ...                <a href=""/title/tt0084625/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt0457303/
The Bear,"
Dennis Buckstead has the hardest calling in his church. Not only has he been asked to coach a group of non-basketball players in his church but the bishop has demanded that he lead the team...                <a href=""/title/tt0457303/plotsummary"">See full summary</a> »
","
Biography, Drama, Family            ",https://www.imdb.com/title/tt0086945/
Sam,"
Biopic about the great college football coach Paul ""Bear"" Bryant of the University of Alabama.","
Drama, Sport, Thriller            ",https://www.imdb.com/title/tt15134088/
El moro de Cumpas,"
""SAM"" is a psychological sports thriller. Sam, a 22-year-old elite athlete, finds himself in the midst of a dramatic event with unsuspected sprawling repercussions.","
Comedy, Musical, Sport            ",https://www.imdb.com/title/tt0316277/
Phantom Punch,"
En la ciudad de Aguaprieta, dos caballos son parte del mayor evento de la regiÃ³n. El imbatible caballo Moro de la ciudad de Cumpas se enfrenta al imponente Zaino de Aguaprieta. Dos en una carrera decidida en tan solo 450 varas.","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt1131747/
Offside,"
The fascinating life story of Sonny Liston, the controversial heavyweight boxing champion of the world.","
Drama, Sport            ",https://www.imdb.com/title/tt0265144/
The Fight Machine,"
Thirtysomething Suat still lives with his parents and works at his father's store when not practicing as goalie for the local football team, Esnaf Spor. The neighborhood's greatest wish is ...                <a href=""/title/tt0265144/plotsummary"">See full summary</a> »
","
Action, Drama, Sport            ",https://www.imdb.com/title/tt2076356/
To Please a Lady,"
Two young men from different backgrounds find their destinies linked when they meet up in the world of illegal bare-knuckle fighting.","
Action, Romance, Sport            ",https://www.imdb.com/title/tt0043052/
Kano,"
A former war hero and midget car racer meets his match in a feisty reporter who blames his reckless tactics for an accidental racing death.","
Biography, Drama, History            ",https://www.imdb.com/title/tt2247566/
