title,year,certificate,runtime,genre,synopsis,link
Nós Somos os Campeões 2,1994,Livre,106 min," Comedy, Drama, Family ", Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,https://www.imdb.com/title/tt0109520/
O Amor Move Ondas,2022,Isn't Available,107 min," Comedy, Drama, Romance "," She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and ... See full summary » ",https://www.imdb.com/title/tt17044594/
O Trapaceiro,2005,PG-13,94 min," Comedy, Sport ", A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.,https://www.imdb.com/title/tt0267891/
Professor Peso Pesado,2012,12,105 min," Action, Comedy, Sport ", A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.,https://www.imdb.com/title/tt1648179/
Tá Dando Onda,2007,Livre,85 min," Animation, Adventure, Comedy "," A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",https://www.imdb.com/title/tt0423294/
Karatê Kid 4: A Nova Aventura,1994,Livre,107 min," Action, Drama, Family ", Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,https://www.imdb.com/title/tt0110657/
Bolas em Pânico,2007,12,90 min," Comedy, Crime, Sport "," Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng.",https://www.imdb.com/title/tt0424823/
Blue Mountain State: A Ascensão da Thadlândia,2016,R,90 min," Comedy, Sport "," When the Dean of Blue Mountain State threatens to sell the Goat House, Alex throws Thad the party of his dreams in an effort to get him to buy it.",https://www.imdb.com/title/tt3748440/
Além dos Limites,2000,12,124 min," Drama, Romance, Sport ", Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,https://www.imdb.com/title/tt0199725/
A Mulher do Dia,1942,Isn't Available,114 min," Comedy, Drama, Romance "," Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",https://www.imdb.com/title/tt0035567/
Lances Inocentes,1993,PG,109 min," Biography, Drama, Sport ", A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,https://www.imdb.com/title/tt0108065/
Greater,2016,PG,130 min," Biography, Family, Sport "," The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football.",https://www.imdb.com/title/tt2950418/
A Menina do Chalé,2011,R,97 min," Comedy, Romance, Sport "," Former skateboard champion Kim wants to make more money after her mother's tragic death. She joins the elite posh servicing company, which sends her off to Austria.",https://www.imdb.com/title/tt1487118/
Curvas da Vida,2012,12,111 min," Drama, Sport "," A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last.",https://www.imdb.com/title/tt2083383/
A Onda dos Sonhos,2002,12,104 min," Drama, Romance, Sport "," As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.",https://www.imdb.com/title/tt0300532/
Kickboxer: O Desafio do Dragão,1989,14,97 min," Action, Sport, Thriller ", Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,https://www.imdb.com/title/tt0097659/
Soul Surfer: Coragem de Viver,2011,10,112 min," Biography, Drama, Family ", Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,https://www.imdb.com/title/tt1596346/
Um Homem Fora de Série,1984,14,138 min," Drama, Sport ", A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,https://www.imdb.com/title/tt0087781/
"Leão Branco, o Lutador sem Lei",1990,16,108 min," Action, Crime, Drama ", An Ex-French Soldier begins participating in underground street fights in order to make money for his brother's family.,https://www.imdb.com/title/tt0100029/
Viagem ao Topo da Terra,2021,12,95 min," Animation, Adventure, Drama ", A photojournalist's obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,https://www.imdb.com/title/tt7014378/
Voando Alto,2015,12,106 min," Biography, Comedy, Drama "," The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",https://www.imdb.com/title/tt1083452/
Tio Drew,2018,12,103 min," Comedy, Sport ", An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.,https://www.imdb.com/title/tt7334528/
Sem Trapaça Não tem Graça,1998,18,103 min," Comedy, Sport "," Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.",https://www.imdb.com/title/tt0131857/
Os Brutamontes,2011,R,92 min," Comedy, Drama, Sport "," Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",https://www.imdb.com/title/tt1456635/
Partida Fria,2019,16,102 min," History, Sport, Thriller "," During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.",https://www.imdb.com/title/tt6445414/
Golpe Baixo,1974,16,121 min," Comedy, Crime, Drama "," A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",https://www.imdb.com/title/tt0071771/
Jogada Decisiva,1998,R,136 min," Drama, Sport ", A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,https://www.imdb.com/title/tt0124718/
Turbo,2013,Livre,96 min," Animation, Adventure, Comedy ", A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,https://www.imdb.com/title/tt1860353/
Papai Bate um Bolão,2005,PG,95 min," Comedy, Family, Romance "," Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.",https://www.imdb.com/title/tt0384642/
Garotos em Ponto de Bala,1976,Isn't Available,102 min," Comedy, Drama, Family "," An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",https://www.imdb.com/title/tt0074174/
Lutador de Rua,2009,16,93 min," Action, Crime, Drama "," In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",https://www.imdb.com/title/tt0346631/
No Limite - A História de Ernie Davis,2008,12,130 min," Biography, Drama, Sport "," A drama based on the life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",https://www.imdb.com/title/tt0469903/
Veia de Campeão,1986,Isn't Available,110 min," Drama, Romance, Sport "," A 17 year old farm boy is offered an ice hockey tryout. His brother drives him to Canada. He has fast legs, slow fists, but is chosen. Will he learn to use his fists and play ice hockey the Canuck way? Will he get the coach's cute daughter?",https://www.imdb.com/title/tt0092272/
Aviões,2013,Livre,91 min," Animation, Adventure, Comedy ", A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,https://www.imdb.com/title/tt1691917/
Imensidão Azul,1988,16,168 min," Adventure, Drama, Sport "," The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",https://www.imdb.com/title/tt0095250/
Rad,1986,Isn't Available,91 min," Drama, Sport "," The story of one young man, Cru Jones, who has the intensity and desire to win a BMX race called Helltrack.",https://www.imdb.com/title/tt0091817/
Gladiator: O Desafio,1992,R,101 min," Action, Drama, Sport "," Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",https://www.imdb.com/title/tt0104346/
O Invencível,2006,12,105 min," Biography, Drama, Sport "," Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",https://www.imdb.com/title/tt0445990/
O Jogo da Paixão,1996,R,135 min," Comedy, Drama, Romance ", A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,https://www.imdb.com/title/tt0117918/
Desafiando os Limites,2005,18,127 min," Biography, Drama, Sport "," The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",https://www.imdb.com/title/tt0412080/
The Boys in the Boat,,Isn't Available,Isn't Available," Biography, Drama, Sport "," A 1930s-set story centered on the University of Washington's rowing team, from their Depression-era beginnings to winning gold at the 1936 Berlin Olympics.",https://www.imdb.com/title/tt1856080/
O Céu Pode Esperar,1978,Livre,101 min," Comedy, Fantasy, Romance "," A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.",https://www.imdb.com/title/tt0077663/
